"user_id","donates"
419,1
420,1
421,1
422,1
423,0
424,0
425,0
426,0
427,0
428,1
429,0
430,1
431,0
432,1
433,1
434,0
435,0
436,0
437,1
438,1
439,0
440,1
441,0
442,0
443,1
444,0
445,0
446,0
447,1
448,1
449,0
450,0
451,0
452,0
453,0
454,1
455,0
456,1
457,0
458,0
459,0
460,1
461,0
462,0
463,1
464,1
465,1
466,0
467,0
468,0
469,1
470,0
471,1
472,0
473,0
474,1
475,0
476,1
477,0
478,0
479,0
480,1
481,0
482,0
483,0
484,0
485,1
486,1
487,0
488,1
489,1
490,0
491,0
492,0
493,0
494,0
495,1
496,1
497,0
498,0
499,0
500,0
501,0
502,1
503,1
504,0
505,0
506,0
507,0
508,0
509,0
510,0
511,0
512,1
513,0
514,1
515,0
516,1
517,0
518,0
519,1
520,1
521,1
522,1
523,0
524,0
525,0
526,0
527,0
528,1
529,0
530,1
531,0
532,1
533,1
534,0
535,0
536,0
537,1
538,1
539,0
540,1
541,0
542,0
543,1
544,0
545,0
546,0
547,1
548,1
549,0
550,0
551,0
552,0
553,0
554,1
555,0
556,1
557,0
558,0
559,0
560,1
561,0
562,0
563,1
564,1
565,1
566,0
567,0
568,0
569,1
570,0
571,1
572,0
573,0
574,1
575,0
576,1
577,0
578,0
579,0
580,1
581,0
582,0
583,0
584,0
585,1
586,1
587,0
588,1
589,1
590,0
591,0
592,0
593,0
594,0
595,1
596,1
597,0
598,0
599,0
600,0
601,0
602,1
603,1
604,0
605,0
606,0
607,0
608,0
609,0
610,0
611,0
612,1
613,0
614,1
615,0
616,1
617,0
618,0
619,1
620,1
621,1
622,1
623,0
624,0
625,0
626,0
627,0
628,1
629,0
630,1
631,0
632,1
633,1
634,0
635,0
636,0
637,1
638,1
639,0
640,1
641,0
642,0
643,1
644,0
645,0
646,0
647,1
648,1
649,0
650,0
651,0
652,0
653,0
654,1
655,0
656,1
657,0
658,0
659,0
660,1
661,0
662,0
663,1
664,1
665,1
666,0
667,0
668,0
669,1
670,0
671,1
672,0
673,0
674,1
675,0
676,1
677,0
678,0
679,0
680,1
681,0
682,0
683,0
684,0
685,1
686,1
687,0
688,1
689,1
690,0
691,0
692,0
693,0
694,0
695,1
696,1
697,0
698,0
699,0
700,0
701,0
702,1
703,1
704,0
705,0
706,0
707,0
708,0
709,0
710,0
711,0
712,1
713,0
714,1
715,0
716,1
717,0
718,0
719,1
720,1
721,1
722,1
723,0
724,0
725,0
726,0
727,0
728,1
729,0
730,1
731,0
732,1
733,1
734,0
735,0
736,0
737,1
738,1
739,0
740,1
741,0
742,0
743,1
744,0
745,0
746,0
747,1
748,1
749,0
750,0
751,0
752,0
753,0
754,1
755,0
756,1
757,0
758,0
759,0
760,1
761,0
762,0
763,1
764,1
765,1
766,0
767,0
768,0
769,1
770,0
771,1
772,0
773,0
774,1
775,0
776,1
777,0
778,0
779,0
780,1
781,0
782,0
783,0
784,0
785,1
786,1
787,0
788,1
789,1
790,0
791,0
792,0
793,0
794,0
795,1
796,1
797,0
798,0
799,0
800,0
801,0
802,1
803,1
804,0
805,0
806,0
807,0
808,0
809,0
810,0
811,0
812,1
813,0
814,1
815,0
816,1
817,0
818,0
819,1
820,1
821,1
822,1
823,0
824,0
825,0
826,0
827,0
828,1
829,0
830,1
831,0
832,1
833,1
834,0
835,0
836,0
837,1
838,1
839,0
840,1
841,0
842,0
843,1
844,0
845,0
846,0
847,1
848,1
849,0
850,0
851,0
852,0
853,0
854,1
855,0
856,1
857,0
858,0
859,0
860,1
861,0
862,0
863,1
864,1
865,1
866,0
867,0
868,0
869,1
870,0
871,1
872,0
873,0
874,1
875,0
876,1
877,0
878,0
879,0
880,1
881,0
882,0
883,0
884,0
885,1
886,1
887,0
888,1
889,1
890,0
891,0
892,0
893,0
894,0
895,1
896,1
897,0
898,0
899,0
900,0
901,0
902,1
903,1
904,0
905,0
906,0
907,0
908,0
909,0
910,0
911,0
912,1
913,0
914,1
915,0
916,1
917,0
918,0
919,1
920,1
921,1
922,1
923,0
924,0
925,0
926,0
927,0
928,1
929,0
930,1
931,0
932,1
933,1
934,0
935,0
936,0
937,1
938,1
939,0
940,1
941,0
942,0
943,1
944,0
945,0
946,0
947,1
948,1
949,0
950,0
951,0
952,0
953,0
954,1
955,0
956,1
957,0
958,0
959,0
960,1
961,0
962,0
963,1
964,1
965,1
966,0
967,0
968,0
969,1
970,0
971,1
972,0
973,0
974,1
975,0
976,1
977,0
978,0
979,0
980,1
981,0
982,0
983,0
984,0
985,1
986,1
987,0
988,1
989,1
990,0
991,0
992,0
993,0
994,0
995,1
996,1
997,0
998,0
999,0
1000,0
