20	33	19	1
7	25	5	1
27	7	15	1
20	25	21	1
24	9	14	1
7	2	13	1
27	12	21	1
27	20	4	1
24	7	1	1
27	9	1	1
24	8	3	1
21	25	13	1
7	8	3	1
8	9	13	1
27	30	4	1
24	20	19	1
24	30	14	1
6	20	15	1
20	20	5	1
8	5	21	1
25	25	1	1
24	8	13	1
27	7	21	1
20	30	5	1
30	33	13	1
6	29	14	1
6	29	23	1
31	13	6	1
6	30	3	1
30	20	3	1
23	7	23	1
6	5	3	1
27	12	19	1
23	25	4	1
24	2	13	1
30	12	1	1
25	2	4	1
27	30	8	1
6	25	23	1
8	25	1	1
8	25	21	1
24	25	1	1
6	8	14	1
8	30	13	1
23	9	8	1
24	29	1	1
7	7	5	1
8	30	23	1
8	12	15	1
24	20	23	1
20	25	3	1
20	8	14	1
28	19	25	1
6	5	4	1
25	29	13	1
27	29	3	1
20	5	13	1
7	8	14	1
8	8	8	1
30	7	21	1
7	9	8	1
23	29	3	1
27	20	8	1
20	20	23	1
24	9	13	1
8	5	28	1
30	5	1	1
30	29	28	1
24	2	15	1
6	20	1	1
27	8	14	1
7	12	28	1
6	9	5	1
24	9	1	1
20	7	19	1
11	17	2	1
7	5	4	1
21	12	21	1
7	29	8	1
23	33	3	1
21	20	3	1
2	19	6	1
21	12	1	1
21	2	23	1
6	12	21	1
24	29	15	1
25	29	4	1
23	5	14	1
20	29	28	1
20	5	23	1
27	30	5	1
1	23	2	1
6	7	28	1
6	5	5	1
6	8	13	1
23	29	19	1
30	2	21	1
28	13	25	1
30	7	19	1
30	7	3	1
30	29	19	1
21	7	21	1
7	30	1	1
24	33	19	1
11	23	2	1
27	12	3	1
30	7	15	1
30	25	1	1
26	19	12	1
30	5	19	1
27	20	3	1
24	5	28	1
20	7	23	1
24	7	21	1
23	12	23	1
30	29	8	1
26	1	12	1
24	29	14	1
8	12	5	1
30	20	14	1
7	25	4	1
26	19	25	1
20	30	8	1
8	8	13	1
23	12	4	1
24	20	5	1
20	25	13	1
28	26	17	1
25	29	21	1
27	9	23	1
1	11	2	1
25	2	1	1
24	12	4	1
31	16	17	1
30	7	28	1
31	26	6	1
23	20	28	1
25	7	1	1
23	25	3	1
21	29	23	1
30	30	4	1
25	2	5	1
23	20	4	1
23	12	13	1
27	8	19	1
6	33	13	1
8	29	23	1
6	20	4	1
26	21	17	1
21	30	5	1
28	13	6	1
27	5	13	1
27	29	23	1
25	7	21	1
20	29	14	1
10	13	6	1
7	12	13	1
28	1	6	1
23	25	5	1
20	29	3	1
25	29	15	1
8	2	3	1
10	26	17	1
25	20	1	1
31	26	12	1
2	1	6	1
21	30	3	1
21	2	21	1
26	13	12	1
6	33	4	1
10	16	12	1
25	12	15	1
6	29	5	1
8	8	23	1
24	20	28	1
21	9	28	1
8	8	4	1
32	23	2	1
24	30	4	1
30	12	21	1
8	25	14	1
24	25	28	1
6	20	28	1
23	8	19	1
30	25	23	1
8	33	15	1
21	30	14	1
20	5	15	1
8	30	5	1
28	21	17	1
25	30	23	1
6	8	1	1
25	5	15	1
8	5	5	1
10	21	17	1
24	29	23	1
30	2	13	1
25	12	21	1
27	7	4	1
8	7	5	1
27	30	13	1
10	21	25	1
25	7	19	1
8	30	28	1
8	33	21	1
10	19	25	1
23	9	19	1
8	20	13	1
8	7	8	1
21	25	19	1
28	21	12	1
25	9	28	1
23	12	21	1
23	9	23	1
30	5	13	1
27	5	4	1
8	9	8	1
10	13	25	1
27	25	3	1
27	2	3	1
23	30	13	1
27	9	19	1
25	25	28	1
21	25	5	1
8	30	15	1
6	7	13	1
21	7	4	1
21	5	21	1
21	12	19	1
8	2	1	1
23	25	28	1
27	9	21	1
8	5	19	1
25	25	15	1
20	7	13	1
30	5	14	1
23	5	3	1
20	33	13	1
30	2	5	1
14	14	18	1
23	33	15	1
23	33	28	1
23	8	8	1
28	26	12	1
21	29	8	1
2	21	6	1
21	33	13	1
7	2	21	1
20	12	21	1
20	9	5	1
30	8	8	1
24	8	14	1
25	20	8	1
30	33	1	1
30	8	13	1
6	30	4	1
27	9	5	1
20	2	28	1
25	25	3	1
27	33	8	1
7	12	8	1
30	20	15	1
23	9	15	1
23	7	15	1
25	2	14	1
30	33	23	1
32	4	2	1
6	29	13	1
21	5	15	1
8	7	21	1
7	30	4	1
30	2	3	1
24	8	5	1
23	30	19	1
21	5	14	1
8	30	14	1
6	12	13	1
24	9	15	1
25	9	13	1
20	2	1	1
30	7	8	1
23	30	23	1
7	2	14	1
6	5	13	1
25	9	23	1
14	32	18	1
6	9	23	1
23	5	19	1
27	20	14	1
25	20	13	1
20	25	5	1
7	8	4	1
26	16	25	1
24	5	1	1
20	20	19	1
23	9	28	1
21	8	23	1
24	2	8	1
8	5	4	1
21	20	5	1
27	2	15	1
6	5	15	1
8	2	19	1
20	7	14	1
27	8	23	1
25	30	14	1
6	8	8	1
27	7	3	1
2	19	25	1
24	29	28	1
10	13	17	1
20	2	21	1
7	30	19	1
25	2	3	1
7	7	3	1
27	2	13	1
23	7	28	1
8	20	23	1
7	8	23	1
31	1	25	1
23	30	3	1
2	1	25	1
6	33	21	1
20	12	5	1
23	33	13	1
27	12	8	1
27	12	4	1
24	8	19	1
7	9	5	1
30	7	13	1
24	29	19	1
30	30	23	1
20	8	19	1
7	29	4	1
21	29	1	1
30	2	19	1
2	16	25	1
7	7	4	1
6	9	14	1
27	2	4	1
25	25	4	1
8	12	3	1
21	9	5	1
26	26	6	1
7	33	3	1
26	16	6	1
31	19	6	1
27	33	4	1
23	29	15	1
24	12	21	1
20	7	21	1
30	30	15	1
21	12	13	1
24	9	21	1
30	8	3	1
30	33	15	1
24	8	21	1
6	20	8	1
6	29	28	1
20	2	13	1
21	20	14	1
25	12	14	1
21	25	15	1
25	5	21	1
8	8	1	1
20	25	19	1
27	9	3	1
23	7	4	1
25	12	23	1
24	12	3	1
8	12	28	1
2	19	12	1
21	25	3	1
21	5	19	1
8	29	5	1
20	9	13	1
20	2	5	1
23	20	1	1
8	20	15	1
6	33	3	1
24	20	13	1
31	1	17	1
27	20	28	1
21	29	5	1
30	2	1	1
21	29	3	1
23	9	5	1
7	8	15	1
29	28	27	1
7	12	3	1
20	5	14	1
26	13	17	1
20	8	8	1
30	8	14	1
23	8	23	1
26	13	6	1
7	20	28	1
27	9	4	1
24	30	19	1
27	9	8	1
2	1	17	1
30	9	5	1
8	20	5	1
24	2	3	1
21	7	1	1
24	33	3	1
21	9	13	1
25	30	28	1
30	12	4	1
21	20	19	1
24	25	3	1
30	8	23	1
25	9	14	1
6	30	14	1
7	20	5	1
20	30	3	1
8	2	4	1
6	30	13	1
26	1	6	1
31	13	25	1
8	30	19	1
7	2	15	1
23	33	4	1
7	2	5	1
24	8	23	1
25	33	21	1
27	2	23	1
23	20	5	1
23	8	5	1
30	25	3	1
25	25	21	1
7	7	8	1
30	7	5	1
2	13	12	1
7	2	19	1
6	9	19	1
26	1	17	1
30	20	13	1
30	5	4	1
10	1	25	1
8	29	14	1
2	26	17	1
27	7	14	1
23	30	1	1
7	12	4	1
31	16	25	1
8	5	3	1
21	5	8	1
8	5	23	1
27	30	23	1
27	29	5	1
6	30	8	1
30	9	14	1
23	9	4	1
24	30	8	1
27	33	19	1
21	8	3	1
24	25	4	1
15	22	11	1
21	30	1	1
25	20	19	1
27	9	28	1
25	8	5	1
30	30	5	1
27	5	21	1
27	5	19	1
22	14	18	1
7	9	28	1
24	29	4	1
30	29	23	1
30	5	3	1
24	7	5	1
7	9	4	1
31	21	25	1
30	5	23	1
23	5	28	1
21	25	28	1
6	2	23	1
6	25	19	1
8	5	13	1
24	2	21	1
24	5	13	1
24	8	4	1
27	7	19	1
2	21	12	1
30	2	14	1
20	7	15	1
25	8	21	1
25	8	28	1
27	2	5	1
20	33	1	1
6	30	21	1
6	33	1	1
14	10	18	1
27	33	28	1
6	2	3	1
20	25	28	1
21	7	3	1
31	1	12	1
21	30	28	1
30	33	19	1
7	5	14	1
27	25	15	1
20	33	3	1
27	8	13	1
27	25	1	1
23	9	21	1
21	33	1	1
8	25	28	1
6	2	1	1
25	25	8	1
20	33	28	1
6	7	21	1
23	5	13	1
30	8	5	1
4	22	27	1
30	5	21	1
20	8	21	1
24	29	8	1
30	12	15	1
28	26	25	1
23	29	14	1
24	20	4	1
27	30	19	1
27	5	5	1
28	16	25	1
27	8	5	1
23	12	15	1
31	16	6	1
8	12	8	1
25	8	8	1
20	7	5	1
6	8	5	1
24	33	8	1
20	33	15	1
8	8	5	1
31	26	17	1
26	19	6	1
4	28	11	1
30	25	13	1
25	29	14	1
7	25	21	1
2	1	12	1
21	25	4	1
7	5	3	1
6	25	8	1
23	2	3	1
25	5	19	1
25	20	14	1
21	30	4	1
21	20	1	1
30	8	1	1
2	21	25	1
23	2	15	1
24	33	4	1
25	33	14	1
6	7	1	1
8	12	13	1
6	20	19	1
30	7	1	1
24	2	14	1
30	5	28	1
2	19	17	1
25	8	4	1
8	30	8	1
24	5	23	1
23	5	8	1
6	20	5	1
25	29	1	1
24	20	14	1
10	16	25	1
27	5	28	1
23	29	21	1
21	20	23	1
8	7	4	1
20	20	28	1
25	20	3	1
24	2	19	1
2	16	6	1
25	30	13	1
23	5	4	1
21	20	15	1
25	29	19	1
30	33	14	1
20	12	14	1
25	8	3	1
25	29	3	1
27	20	1	1
6	2	21	1
21	12	15	1
10	16	17	1
24	7	28	1
27	12	13	1
30	12	13	1
30	25	5	1
28	13	12	1
25	8	23	1
21	5	4	1
24	2	23	1
25	25	5	1
10	13	12	1
8	25	15	1
21	2	14	1
24	2	4	1
27	30	21	1
25	9	3	1
8	9	3	1
30	9	3	1
6	8	15	1
21	20	21	1
21	7	8	1
20	5	1	1
25	29	8	1
6	33	14	1
7	7	14	1
6	12	1	1
20	29	21	1
27	12	14	1
20	30	19	1
30	9	8	1
23	5	5	1
8	20	3	1
24	8	8	1
25	7	23	1
28	13	17	1
23	29	23	1
8	33	1	1
30	12	19	1
6	12	28	1
30	7	23	1
8	25	23	1
27	30	28	1
27	30	1	1
27	25	8	1
8	20	21	1
10	19	12	1
8	30	21	1
7	2	4	1
30	25	8	1
8	33	3	1
24	33	28	1
24	25	23	1
8	9	28	1
21	29	21	1
7	20	15	1
7	2	3	1
30	33	3	1
10	1	17	1
24	12	28	1
25	33	28	1
27	33	21	1
20	12	19	1
24	8	1	1
20	8	4	1
7	25	15	1
21	7	28	1
8	29	28	1
25	33	19	1
20	33	21	1
23	25	19	1
32	11	2	1
7	29	28	1
8	7	19	1
20	9	8	1
23	9	1	1
25	25	19	1
8	33	19	1
24	25	13	1
30	30	19	1
2	13	25	1
23	29	13	1
6	8	28	1
7	7	28	1
7	9	1	1
27	20	21	1
25	20	4	1
25	20	28	1
21	9	19	1
23	9	3	1
8	12	14	1
30	8	28	1
8	20	28	1
20	7	4	1
7	20	4	1
20	8	3	1
27	5	23	1
20	25	14	1
30	20	21	1
20	33	14	1
8	30	4	1
25	12	1	1
20	29	13	1
7	20	19	1
23	33	19	1
21	9	21	1
25	33	4	1
6	30	15	1
23	12	8	1
20	12	15	1
23	5	1	1
27	8	28	1
23	20	15	1
23	12	3	1
25	5	3	1
20	9	15	1
23	33	21	1
6	20	13	1
21	8	8	1
8	9	5	1
25	12	19	1
8	7	14	1
8	9	15	1
8	12	23	1
30	9	4	1
30	33	21	1
7	12	15	1
27	12	1	1
8	33	13	1
27	5	8	1
30	29	14	1
23	7	13	1
8	2	21	1
7	7	13	1
24	20	1	1
30	29	5	1
7	5	19	1
27	20	23	1
23	20	21	1
7	20	3	1
30	25	14	1
30	9	1	1
15	3	11	1
25	33	15	1
25	9	21	1
24	9	3	1
6	12	19	1
24	33	15	1
27	20	13	1
24	25	14	1
20	9	1	1
21	7	23	1
26	16	17	1
25	5	4	1
24	5	14	1
6	25	4	1
24	7	15	1
21	7	15	1
21	33	5	1
25	7	8	1
21	12	28	1
6	7	15	1
6	8	23	1
27	9	13	1
7	30	8	1
27	29	21	1
30	9	15	1
30	25	28	1
7	8	5	1
23	2	4	1
20	2	3	1
28	26	6	1
30	2	4	1
25	12	5	1
24	12	1	1
7	29	13	1
30	30	14	1
20	2	8	1
27	8	4	1
21	33	4	1
8	7	1	1
25	7	13	1
24	2	28	1
30	25	19	1
23	9	13	1
25	30	4	1
23	29	8	1
27	33	14	1
25	9	4	1
6	12	14	1
20	20	13	1
7	29	21	1
20	20	14	1
27	29	28	1
25	9	19	1
27	30	3	1
30	9	19	1
20	9	21	1
23	25	21	1
20	12	3	1
7	33	23	1
27	9	15	1
23	12	1	1
2	26	25	1
23	29	1	1
30	20	28	1
20	8	1	1
30	25	15	1
23	2	19	1
21	8	15	1
20	7	1	1
27	29	13	1
8	29	19	1
6	12	3	1
27	25	21	1
31	21	12	1
27	33	5	1
24	30	21	1
24	9	28	1
30	8	15	1
7	7	19	1
25	30	3	1
28	1	17	1
6	7	5	1
20	25	8	1
20	30	28	1
7	9	19	1
20	5	4	1
24	2	1	1
20	29	5	1
8	25	3	1
23	8	3	1
25	20	21	1
20	33	23	1
30	8	21	1
15	28	11	1
20	9	14	1
27	2	14	1
26	26	12	1
7	9	23	1
27	7	28	1
31	13	17	1
7	12	19	1
7	9	21	1
7	12	23	1
20	33	5	1
26	13	25	1
28	16	17	1
7	8	21	1
27	9	14	1
20	29	19	1
23	25	23	1
25	33	3	1
20	7	8	1
30	30	21	1
8	7	3	1
7	8	8	1
24	25	5	1
21	9	4	1
21	12	4	1
30	20	1	1
20	30	4	1
6	7	14	1
24	29	21	1
7	30	28	1
24	30	13	1
20	12	28	1
15	28	27	1
24	9	4	1
7	20	21	1
27	29	4	1
30	2	15	1
31	26	25	1
25	12	4	1
8	25	8	1
24	12	13	1
6	2	19	1
7	33	13	1
27	29	15	1
28	1	12	1
6	29	19	1
30	30	3	1
21	33	14	1
25	7	3	1
24	5	3	1
6	2	8	1
7	5	1	1
20	12	4	1
7	12	21	1
21	2	4	1
21	9	14	1
30	33	4	1
8	9	1	1
6	9	28	1
21	20	4	1
6	29	4	1
24	12	8	1
24	2	5	1
25	20	23	1
6	8	3	1
8	20	19	1
6	20	14	1
30	5	8	1
31	19	17	1
27	5	3	1
7	2	23	1
29	22	11	1
21	8	19	1
30	7	4	1
24	20	3	1
6	5	23	1
7	9	3	1
21	33	19	1
4	3	27	1
7	5	23	1
23	2	28	1
30	30	8	1
31	13	12	1
21	9	8	1
7	7	21	1
20	5	19	1
8	9	4	1
25	8	13	1
28	21	25	1
20	2	15	1
30	5	15	1
7	20	8	1
20	5	3	1
7	9	14	1
6	8	19	1
21	29	19	1
23	12	14	1
30	29	13	1
27	8	15	1
7	29	5	1
21	7	5	1
7	25	1	1
30	12	3	1
23	2	14	1
26	26	25	1
6	33	5	1
24	7	3	1
8	5	8	1
24	30	5	1
7	12	14	1
7	30	21	1
23	30	5	1
21	30	15	1
25	2	23	1
21	9	23	1
20	12	13	1
30	20	5	1
30	7	14	1
29	22	27	1
21	33	21	1
23	25	1	1
6	29	1	1
23	20	19	1
23	29	4	1
20	9	3	1
24	33	21	1
24	5	8	1
7	33	19	1
24	33	5	1
20	20	8	1
20	5	28	1
25	9	1	1
27	12	28	1
7	20	13	1
20	20	4	1
23	8	15	1
6	12	4	1
30	20	23	1
27	12	15	1
8	33	8	1
23	25	15	1
7	25	19	1
24	9	8	1
8	33	14	1
27	20	15	1
6	30	19	1
26	19	17	1
24	20	21	1
20	20	3	1
21	12	5	1
25	30	8	1
24	33	14	1
7	25	8	1
27	25	14	1
4	22	11	1
27	33	1	1
27	33	15	1
30	25	21	1
23	2	21	1
30	29	4	1
32	17	2	1
7	2	28	1
24	25	8	1
21	20	8	1
7	8	13	1
8	8	14	1
24	30	23	1
20	8	5	1
6	30	5	1
6	5	19	1
27	25	4	1
30	9	28	1
30	33	5	1
23	2	5	1
26	16	12	1
26	21	12	1
23	33	1	1
6	2	5	1
29	3	27	1
21	33	28	1
21	30	13	1
8	30	1	1
23	33	5	1
24	9	5	1
6	29	8	1
20	2	4	1
8	8	15	1
20	8	28	1
8	2	13	1
25	12	3	1
7	20	1	1
24	29	5	1
21	29	28	1
8	8	28	1
15	22	27	1
20	7	3	1
4	28	27	1
27	29	14	1
27	29	19	1
20	20	1	1
21	30	21	1
21	2	3	1
21	30	8	1
25	25	23	1
23	2	23	1
6	9	15	1
25	7	15	1
6	33	15	1
8	29	1	1
23	5	23	1
6	33	8	1
20	30	14	1
25	12	8	1
23	33	23	1
29	28	11	1
21	29	4	1
23	8	14	1
21	33	8	1
8	20	8	1
28	19	17	1
24	29	3	1
8	12	21	1
6	25	3	1
21	8	1	1
6	25	14	1
1	4	2	1
6	12	8	1
24	12	15	1
25	2	13	1
8	25	19	1
20	9	28	1
27	20	19	1
23	7	1	1
23	7	19	1
27	2	28	1
30	29	15	1
24	30	1	1
20	2	19	1
20	5	8	1
6	7	3	1
24	25	19	1
24	12	5	1
8	29	21	1
30	2	23	1
7	5	8	1
25	2	19	1
30	20	19	1
21	25	1	1
24	7	14	1
25	20	5	1
21	5	3	1
24	30	15	1
24	8	15	1
24	29	13	1
10	26	12	1
25	5	1	1
23	30	28	1
27	33	23	1
8	7	15	1
21	30	19	1
26	21	6	1
8	9	21	1
7	29	3	1
21	8	4	1
30	30	1	1
7	2	1	1
7	29	23	1
6	29	15	1
23	7	5	1
21	2	19	1
20	8	13	1
8	9	19	1
25	30	15	1
6	2	15	1
30	20	4	1
7	25	13	1
8	29	3	1
20	9	4	1
25	7	4	1
30	30	28	1
21	2	28	1
7	30	13	1
8	20	14	1
20	12	23	1
23	2	1	1
7	12	5	1
8	20	1	1
6	20	21	1
20	25	15	1
8	29	4	1
7	8	19	1
10	26	6	1
24	5	4	1
8	30	3	1
2	16	12	1
21	8	28	1
25	9	15	1
27	25	23	1
27	25	19	1
7	5	21	1
7	30	14	1
27	7	13	1
21	29	15	1
23	25	14	1
20	20	15	1
28	19	6	1
7	30	5	1
21	33	15	1
2	21	17	1
25	7	14	1
21	7	14	1
27	20	5	1
27	5	1	1
21	5	1	1
23	7	21	1
7	7	15	1
6	5	8	1
25	33	1	1
24	5	15	1
10	26	25	1
21	8	5	1
25	5	28	1
21	12	23	1
6	29	3	1
2	26	12	1
1	17	2	1
28	21	6	1
6	5	21	1
27	33	3	1
20	33	8	1
27	8	8	1
21	12	3	1
23	20	3	1
23	8	4	1
23	20	8	1
7	33	4	1
20	29	1	1
21	8	21	1
6	9	13	1
20	20	21	1
27	2	1	1
21	30	23	1
8	2	5	1
21	33	23	1
25	33	13	1
27	25	13	1
21	7	19	1
27	25	5	1
20	7	28	1
25	30	19	1
27	25	28	1
21	29	13	1
21	7	13	1
8	25	5	1
25	12	28	1
21	12	8	1
24	30	3	1
31	16	12	1
23	12	28	1
30	20	8	1
6	9	8	1
30	2	28	1
23	8	13	1
27	5	14	1
7	9	15	1
8	8	21	1
21	8	13	1
7	5	15	1
25	33	23	1
30	9	23	1
23	30	4	1
25	29	5	1
6	12	15	1
21	25	14	1
24	7	4	1
6	5	1	1
25	8	15	1
30	9	13	1
23	30	21	1
6	2	14	1
2	16	17	1
20	12	1	1
27	8	21	1
23	33	14	1
25	30	21	1
8	7	23	1
20	8	23	1
25	5	23	1
20	30	23	1
20	8	15	1
6	30	23	1
24	20	15	1
24	9	19	1
8	9	23	1
8	29	8	1
7	29	19	1
23	5	21	1
27	7	1	1
8	29	15	1
6	29	21	1
24	8	28	1
2	13	6	1
6	7	19	1
21	9	15	1
21	2	5	1
7	2	8	1
30	12	14	1
6	9	21	1
23	20	13	1
6	2	4	1
6	20	3	1
20	29	15	1
25	29	23	1
21	2	13	1
7	33	1	1
23	2	8	1
8	7	28	1
25	2	8	1
27	30	14	1
20	30	13	1
8	2	23	1
25	7	28	1
27	2	8	1
20	25	23	1
20	25	4	1
7	29	1	1
21	20	13	1
2	26	6	1
24	25	21	1
7	8	1	1
8	33	5	1
30	29	1	1
27	5	15	1
8	5	1	1
6	25	21	1
21	5	28	1
21	25	8	1
7	30	3	1
8	7	13	1
23	30	14	1
23	30	8	1
24	7	13	1
7	30	23	1
7	9	13	1
20	29	23	1
6	30	28	1
21	2	1	1
6	7	4	1
31	19	12	1
25	2	21	1
31	19	25	1
20	5	5	1
8	5	14	1
21	29	14	1
20	30	15	1
25	5	13	1
20	5	21	1
21	5	5	1
23	20	23	1
30	25	4	1
21	5	13	1
6	9	4	1
25	2	15	1
23	7	14	1
20	25	1	1
8	12	19	1
23	2	13	1
23	12	19	1
25	7	5	1
20	2	14	1
23	8	1	1
24	12	14	1
8	8	19	1
20	9	19	1
7	7	23	1
8	2	28	1
27	8	3	1
25	25	13	1
21	8	14	1
30	30	13	1
7	20	14	1
6	25	5	1
2	13	17	1
10	19	17	1
4	3	11	1
6	12	23	1
8	2	15	1
20	12	8	1
8	12	1	1
25	12	13	1
6	5	14	1
25	8	19	1
20	33	4	1
25	9	5	1
31	21	17	1
6	30	1	1
8	12	4	1
28	19	12	1
8	25	13	1
24	7	19	1
21	25	21	1
27	7	5	1
30	33	8	1
28	16	6	1
20	30	1	1
6	8	21	1
6	7	8	1
21	2	15	1
23	25	13	1
8	5	15	1
7	30	15	1
23	33	8	1
24	20	8	1
21	20	28	1
10	1	6	1
6	33	28	1
27	7	8	1
24	30	28	1
