"user_id","donates"
602,1
603,1
604,0
605,0
606,0
607,1
608,1
609,0
610,1
611,1
612,0
613,1
614,0
615,1
616,0
617,0
618,1
619,0
620,0
621,1
622,0
623,0
624,0
625,0
626,0
627,0
628,1
629,1
630,0
631,0
632,0
633,0
634,1
635,0
636,1
637,1
638,0
639,0
640,1
641,1
642,0
643,0
644,1
645,1
646,1
647,0
648,1
649,0
650,0
651,1
652,0
653,1
654,0
655,1
656,1
657,0
658,1
659,1
660,1
661,0
662,0
663,0
664,0
665,1
666,1
667,1
668,0
669,0
670,1
671,1
672,0
673,1
674,0
675,1
676,1
677,0
678,0
679,0
680,0
681,0
682,0
683,0
684,1
685,1
686,1
687,1
688,0
689,0
690,1
691,0
692,0
693,1
694,0
695,1
696,0
697,0
698,1
699,0
700,0
701,1
702,1
703,1
704,0
705,0
706,0
707,1
708,1
709,0
710,1
711,1
712,0
713,1
714,0
715,1
716,0
717,0
718,1
719,0
720,0
721,1
722,0
723,0
724,0
725,0
726,0
727,0
728,1
729,1
730,0
731,0
732,0
733,0
734,1
735,0
736,1
737,1
738,0
739,0
740,1
741,1
742,0
743,0
744,1
745,1
746,1
747,0
748,1
749,0
750,0
751,1
752,0
753,1
754,0
755,1
756,1
757,0
758,1
759,1
760,1
761,0
762,0
763,0
764,0
765,1
766,1
767,1
768,0
769,0
770,1
771,1
772,0
773,1
774,0
775,1
776,1
777,0
778,0
779,0
780,0
781,0
782,0
783,0
784,1
785,1
786,1
787,1
788,0
789,0
790,1
791,0
792,0
793,1
794,0
795,1
796,0
797,0
798,1
799,0
800,0
801,1
802,1
803,1
804,0
805,0
806,0
807,1
808,1
809,0
810,1
811,1
812,0
813,1
814,0
815,1
816,0
817,0
818,1
819,0
820,0
821,1
822,0
823,0
824,0
825,0
826,0
827,0
828,1
829,1
830,0
831,0
832,0
833,0
834,1
835,0
836,1
837,1
838,0
839,0
840,1
841,1
842,0
843,0
844,1
845,1
846,1
847,0
848,1
849,0
850,0
851,1
852,0
853,1
854,0
855,1
856,1
857,0
858,1
859,1
860,1
861,0
862,0
863,0
864,0
865,1
866,1
867,1
868,0
869,0
870,1
871,1
872,0
873,1
874,0
875,1
876,1
877,0
878,0
879,0
880,0
881,0
882,0
883,0
884,1
885,1
886,1
887,1
888,0
889,0
890,1
891,0
892,0
893,1
894,0
895,1
896,0
897,0
898,1
899,0
900,0
901,1
902,1
903,1
904,0
905,0
906,0
907,1
908,1
909,0
910,1
911,1
912,0
913,1
914,0
915,1
916,0
917,0
918,1
919,0
920,0
921,1
922,0
923,0
924,0
925,0
926,0
927,0
928,1
929,1
930,0
931,0
932,0
933,0
934,1
935,0
936,1
937,1
938,0
939,0
940,1
941,1
942,0
943,0
944,1
945,1
946,1
947,0
948,1
949,0
950,0
951,1
952,0
953,1
954,0
955,1
956,1
957,0
958,1
959,1
960,1
961,0
962,0
963,0
964,0
965,1
966,1
967,1
968,0
969,0
970,1
971,1
972,0
973,1
974,0
975,1
976,1
977,0
978,0
979,0
980,0
981,0
982,0
983,0
984,1
985,1
986,1
987,1
988,0
989,0
990,1
991,0
992,0
993,1
994,0
995,1
996,0
997,0
998,1
999,0
1000,0
